"workerid","content","short_trigger","ai_block","ai","projective","verb","op","exp_block"
"160","mia","see","block2",0.94,0.64,"see","q","1"
"160","olivia","think","block2",0.71,0.66,"think","q","1"
"160","owen","be_annoyed","block2",0.94,0.82,"be_annoyed","q","1"
"160","sophia","say","block2",0.38,0.34,"say","q","1"
"160","tony","be_right","block2",0.23,0.36,"be_right","q","1"
"160","zoe","hear","block2",0.72,0.34,"hear","q","1"
"161","charley","confess","block2",1,0,"confess","q","1"
"161","danny","reveal","block2",0.76,0.83,"reveal","q","1"
"161","emily","confirm","block2",1,0,"confirm","q","1"
"161","emma","suggest","block2",1,0,"suggest","q","1"
"161","frank","demonstrate","block2",0.82,0.24,"demonstrate","q","1"
"161","grace","think","block2",1,0,"think","q","1"
"161","isabella","prove","block2",1,0,"prove","q","1"
"161","jackson","announce","block2",0.2,0.72,"announce","q","1"
"161","jayden","hear","block2",1,0.49,"hear","q","1"
"161","jon","establish","block2",1,0.18,"establish","q","1"
"161","josh","know","block2",1,1,"know","q","1"
"161","josie","inform","block2",1,1,"inform","q","1"
"161","julian","discover","block2",1,1,"discover","q","1"
"161","mary","admit","block2",1,0.73,"admit","q","1"
"161","mia","acknowledge","block2",1,0.71,"acknowledge","q","1"
"161","olivia","be_annoyed","block2",1,1,"be_annoyed","q","1"
"161","owen","say","block2",1,0,"say","q","1"
"161","sophia","be_right","block2",0,0,"be_right","q","1"
"161","tony","see","block2",1,0.9,"see","q","1"
"161","zoe","pretend","block2",1,0,"pretend","q","1"
"163","charley","confirm","block1",0.23,0.28,"confirm","q","1"
"163","danny","see","block1",1,1,"see","q","1"
"163","emily","demonstrate","block1",0.84,0.41,"demonstrate","q","1"
"163","emma","inform","block1",0.93,1,"inform","q","1"
"163","frank","know","block1",1,1,"know","q","1"
"163","grace","reveal","block1",1,0.62,"reveal","q","1"
"163","isabella","suggest","block1",1,0.24,"suggest","q","1"
"163","jackson","be_annoyed","block1",1,1,"be_annoyed","q","1"
"163","jayden","be_right","block1",0,0,"be_right","q","1"
"163","jon","confess","block1",0.8,0.37,"confess","q","1"
"163","josh","admit","block1",1,0.22,"admit","q","1"
"163","josie","hear","block1",1,1,"hear","q","1"
"163","julian","pretend","block1",1,0.18,"pretend","q","1"
"163","mary","say","block1",0.4,0,"say","q","1"
"163","mia","prove","block1",1,0.32,"prove","q","1"
"163","olivia","think","block1",1,0.25,"think","q","1"
"163","owen","establish","block1",1,0.62,"establish","q","1"
"163","sophia","announce","block1",1,0.77,"announce","q","1"
"163","tony","discover","block1",1,0.83,"discover","q","1"
"163","zoe","acknowledge","block1",1,1,"acknowledge","q","1"
"164","charley","see","block2",1,0.01,"see","q","1"
"164","danny","demonstrate","block2",1,0,"demonstrate","q","1"
"164","emily","think","block2",1,0.01,"think","q","1"
"164","emma","inform","block2",1,1,"inform","q","1"
"164","frank","prove","block2",1,1,"prove","q","1"
"164","grace","know","block2",1,1,"know","q","1"
"164","isabella","say","block2",1,0,"say","q","1"
"164","jackson","acknowledge","block2",1,1,"acknowledge","q","1"
"164","jayden","announce","block2",1,1,"announce","q","1"
"164","jon","suggest","block2",1,0,"suggest","q","1"
"164","josh","admit","block2",1,1,"admit","q","1"
"164","josie","hear","block2",1,1,"hear","q","1"
"164","julian","reveal","block2",1,1,"reveal","q","1"
"164","mary","be_right","block2",0,0.01,"be_right","q","1"
"164","mia","confirm","block2",0,0.01,"confirm","q","1"
"164","olivia","pretend","block2",1,0.02,"pretend","q","1"
"164","owen","discover","block2",1,0.48,"discover","q","1"
"164","sophia","be_annoyed","block2",1,1,"be_annoyed","q","1"
"164","tony","establish","block2",1,0,"establish","q","1"
"164","zoe","confess","block2",1,1,"confess","q","1"
"165","charley","demonstrate","block2",0.96,0.26,"demonstrate","q","1"
"165","danny","see","block2",0.99,0.02,"see","q","1"
"165","emily","prove","block2",0.01,0.01,"prove","q","1"
"165","emma","pretend","block2",0.99,0.02,"pretend","q","1"
"165","frank","say","block2",0.98,0.01,"say","q","1"
"165","grace","confess","block2",0.97,0.35,"confess","q","1"
"165","isabella","know","block2",0.94,0.98,"know","q","1"
"165","jackson","inform","block2",0.99,0.97,"inform","q","1"
"165","jayden","be_annoyed","block2",0.99,0.99,"be_annoyed","q","1"
"165","jon","establish","block2",0.99,0.01,"establish","q","1"
"165","josh","acknowledge","block2",0.99,0.02,"acknowledge","q","1"
"165","josie","discover","block2",0.98,0.97,"discover","q","1"
"165","julian","confirm","block2",1,0.01,"confirm","q","1"
"165","mary","think","block2",1,0,"think","q","1"
"165","mia","announce","block2",0.97,0.09,"announce","q","1"
"165","olivia","reveal","block2",0.86,0.03,"reveal","q","1"
"165","owen","be_right","block2",0,0.01,"be_right","q","1"
"165","sophia","suggest","block2",0.99,0.48,"suggest","q","1"
"165","tony","admit","block2",0.99,0.04,"admit","q","1"
"165","zoe","hear","block2",0.98,0.65,"hear","q","1"
"168","charley","demonstrate","block2",0.93,0.84,"demonstrate","q","1"
"168","danny","be_right","block2",0.09,0.21,"be_right","q","1"
"168","emily","prove","block2",0.12,0.1,"prove","q","1"
"168","emma","admit","block2",0.95,0.72,"admit","q","1"
"168","frank","establish","block2",0.02,0.36,"establish","q","1"
"168","grace","be_annoyed","block2",0.97,0.83,"be_annoyed","q","1"
"168","isabella","confirm","block2",0.98,0.37,"confirm","q","1"
"168","jackson","see","block2",0.96,0.97,"see","q","1"
"168","jayden","pretend","block2",0.09,0.1,"pretend","q","1"
"168","jon","inform","block2",0.95,0.95,"inform","q","1"
"168","josh","acknowledge","block2",0.86,0.88,"acknowledge","q","1"
"168","josie","say","block2",0.94,0.54,"say","q","1"
"168","julian","suggest","block2",0.95,0.3,"suggest","q","1"
"168","mary","confess","block2",0.96,0.54,"confess","q","1"
"168","mia","discover","block2",0.95,0.87,"discover","q","1"
"168","olivia","know","block2",0.98,0.97,"know","q","1"
"168","owen","announce","block2",0.93,0.51,"announce","q","1"
"168","sophia","reveal","block2",0.96,0.11,"reveal","q","1"
"168","tony","hear","block2",0.82,0.97,"hear","q","1"
"168","zoe","think","block2",0.11,0.09,"think","q","1"
"169","charley","announce","block1",0.72,0.7,"announce","q","1"
"169","danny","inform","block1",0.75,0.63,"inform","q","1"
"169","emily","hear","block1",0.75,0.83,"hear","q","1"
"169","emma","be_right","block1",0.43,0.28,"be_right","q","1"
"169","frank","say","block1",0.54,0.33,"say","q","1"
"169","grace","think","block1",0.72,0.44,"think","q","1"
"169","isabella","admit","block1",0.9,0.79,"admit","q","1"
"169","jackson","establish","block1",0.63,0.6,"establish","q","1"
"169","jayden","confirm","block1",0.76,0.56,"confirm","q","1"
"169","jon","be_annoyed","block1",0.76,0.32,"be_annoyed","q","1"
"169","josh","suggest","block1",0.71,0.45,"suggest","q","1"
"169","josie","demonstrate","block1",0.64,0.69,"demonstrate","q","1"
"169","julian","acknowledge","block1",0.63,0.73,"acknowledge","q","1"
"169","mary","reveal","block1",0.72,0.83,"reveal","q","1"
"169","mia","pretend","block1",0.87,0.56,"pretend","q","1"
"169","olivia","discover","block1",0.8,0.67,"discover","q","1"
"169","owen","confess","block1",0.7,0.81,"confess","q","1"
"169","sophia","prove","block1",0.74,0.61,"prove","q","1"
"169","tony","know","block1",0.68,0.88,"know","q","1"
"169","zoe","see","block1",0.78,0.71,"see","q","1"
"170","charley","discover","block2",0.67,0.93,"discover","q","1"
"170","danny","reveal","block2",0.94,0.69,"reveal","q","1"
"170","emily","inform","block2",0.86,0.84,"inform","q","1"
"170","emma","prove","block2",0.29,0.28,"prove","q","1"
"170","frank","demonstrate","block2",0.37,0.3,"demonstrate","q","1"
"170","grace","admit","block2",0.96,0.91,"admit","q","1"
"170","isabella","suggest","block2",0.79,0.31,"suggest","q","1"
"170","jackson","confess","block2",0.95,0.84,"confess","q","1"
"170","jayden","confirm","block2",0.16,0.21,"confirm","q","1"
"170","jon","announce","block2",0.31,0.47,"announce","q","1"
"170","josh","be_right","block2",0.97,0.17,"be_right","q","1"
"170","josie","establish","block2",0.29,0.35,"establish","q","1"
"170","julian","say","block2",0.1,0.05,"say","q","1"
"170","mary","see","block2",0.95,0.89,"see","q","1"
"170","mia","pretend","block2",0.96,0.03,"pretend","q","1"
"170","olivia","be_annoyed","block2",0.99,0.73,"be_annoyed","q","1"
"170","owen","acknowledge","block2",0.88,0.92,"acknowledge","q","1"
"170","sophia","hear","block2",0.87,0.91,"hear","q","1"
"170","tony","know","block2",0.94,0.96,"know","q","1"
"170","zoe","think","block2",0.94,0.17,"think","q","1"
"171","charley","admit","block1",0.33,0.71,"admit","q","1"
"171","danny","discover","block1",0.19,0.03,"discover","q","1"
"171","emily","acknowledge","block1",0.16,0.51,"acknowledge","q","1"
"171","emma","see","block1",0.24,0.08,"see","q","1"
"171","frank","announce","block1",0.96,0.46,"announce","q","1"
"171","grace","know","block1",0.8,0.5,"know","q","1"
"171","isabella","suggest","block1",0,0.07,"suggest","q","1"
"171","jackson","establish","block1",0.78,0.14,"establish","q","1"
"171","jayden","confirm","block1",0.52,0.01,"confirm","q","1"
"171","jon","think","block1",0.57,0.05,"think","q","1"
"171","josh","be_annoyed","block1",1,0.17,"be_annoyed","q","1"
"171","josie","inform","block1",0.26,0.93,"inform","q","1"
"171","julian","pretend","block1",0.7,0,"pretend","q","1"
"171","mary","reveal","block1",0.48,0.47,"reveal","q","1"
"171","mia","demonstrate","block1",0.34,0.15,"demonstrate","q","1"
"171","olivia","say","block1",0.2,0.51,"say","q","1"
"171","owen","prove","block1",0.18,0.14,"prove","q","1"
"171","sophia","confess","block1",0.98,0.11,"confess","q","1"
"171","tony","hear","block1",0.98,0.49,"hear","q","1"
"171","zoe","be_right","block1",0.3,0.17,"be_right","q","1"
"172","charley","prove","block1",1,0.8,"prove","q","1"
"172","danny","think","block1",1,0.19,"think","q","1"
"172","emily","be_right","block1",0,0,"be_right","q","1"
"172","emma","establish","block1",0.16,0.15,"establish","q","1"
"172","frank","discover","block1",1,1,"discover","q","1"
"172","grace","see","block1",1,1,"see","q","1"
"172","isabella","reveal","block1",1,1,"reveal","q","1"
"172","jackson","acknowledge","block1",1,1,"acknowledge","q","1"
"172","jayden","demonstrate","block1",0.78,0.19,"demonstrate","q","1"
"172","jon","confess","block1",0.19,0.87,"confess","q","1"
"172","josh","suggest","block1",0.3,0,"suggest","q","1"
"172","josie","confirm","block1",0,0,"confirm","q","1"
"172","julian","say","block1",0.79,0.14,"say","q","1"
"172","mary","be_annoyed","block1",1,1,"be_annoyed","q","1"
"172","mia","admit","block1",1,0.86,"admit","q","1"
"172","olivia","announce","block1",1,1,"announce","q","1"
"172","owen","hear","block1",1,1,"hear","q","1"
"172","sophia","know","block1",1,1,"know","q","1"
"172","tony","pretend","block1",0.23,0.11,"pretend","q","1"
"172","zoe","inform","block1",1,1,"inform","q","1"
"173","charley","discover","block1",0.88,0.99,"discover","q","1"
"173","danny","acknowledge","block1",0.53,0.01,"acknowledge","q","1"
"173","emily","know","block1",0.98,0.5,"know","q","1"
"173","emma","demonstrate","block1",0.99,0.49,"demonstrate","q","1"
"173","frank","suggest","block1",0.4,0.01,"suggest","q","1"
"173","grace","prove","block1",0.99,0.03,"prove","q","1"
"173","isabella","see","block1",0.98,0.04,"see","q","1"
"173","jackson","say","block1",0.52,0.04,"say","q","1"
"173","jayden","confirm","block1",0.54,0.47,"confirm","q","1"
"173","jon","confess","block1",0.99,0.48,"confess","q","1"
"173","josh","think","block1",0.94,0.02,"think","q","1"
"173","josie","announce","block1",0.96,0.04,"announce","q","1"
"173","julian","be_right","block1",0.01,0.01,"be_right","q","1"
"173","mary","hear","block1",0.99,0.96,"hear","q","1"
"173","mia","establish","block1",0.54,0.03,"establish","q","1"
"173","olivia","pretend","block1",0.98,0.01,"pretend","q","1"
"173","owen","admit","block1",0.65,0.96,"admit","q","1"
"173","sophia","reveal","block1",0.51,0.47,"reveal","q","1"
"173","tony","inform","block1",0.99,0.96,"inform","q","1"
"173","zoe","be_annoyed","block1",0.98,0.96,"be_annoyed","q","1"
"174","charley","pretend","block2",0.96,0.01,"pretend","q","1"
"174","danny","know","block2",0.98,0.96,"know","q","1"
"174","emily","inform","block2",0.96,0.87,"inform","q","1"
"174","emma","prove","block2",0.52,0.08,"prove","q","1"
"174","frank","admit","block2",0.96,0.95,"admit","q","1"
"174","grace","suggest","block2",0.61,0.12,"suggest","q","1"
"174","isabella","discover","block2",0.96,0.84,"discover","q","1"
"174","jackson","announce","block2",0.75,0.23,"announce","q","1"
"174","jayden","demonstrate","block2",0.49,0.5,"demonstrate","q","1"
"174","jon","acknowledge","block2",0.91,0.59,"acknowledge","q","1"
"174","josh","be_right","block2",0.16,0,"be_right","q","1"
"174","josie","see","block2",0.93,0.82,"see","q","1"
"174","julian","confess","block2",0.96,0.9,"confess","q","1"
"174","mary","confirm","block2",0.2,0.2,"confirm","q","1"
"174","mia","hear","block2",0.93,0.57,"hear","q","1"
"174","olivia","establish","block2",0.54,0.15,"establish","q","1"
"174","owen","be_annoyed","block2",0.97,0.96,"be_annoyed","q","1"
"174","sophia","reveal","block2",0.98,0.95,"reveal","q","1"
"174","tony","think","block2",0.67,0.05,"think","q","1"
"174","zoe","say","block2",0.38,0.4,"say","q","1"
"175","charley","be_annoyed","block2",0.96,0.96,"be_annoyed","q","1"
"175","danny","think","block2",0.9,0.08,"think","q","1"
"175","emily","admit","block2",0.87,0.54,"admit","q","1"
"175","emma","confess","block2",0.92,0.35,"confess","q","1"
"175","frank","confirm","block2",0.44,0.62,"confirm","q","1"
"175","grace","pretend","block2",0.93,0.62,"pretend","q","1"
"175","isabella","inform","block2",1,0.91,"inform","q","1"
"175","jackson","announce","block2",0.58,0.28,"announce","q","1"
"175","jayden","acknowledge","block2",0.9,0.85,"acknowledge","q","1"
"175","jon","reveal","block2",0.89,0.92,"reveal","q","1"
"175","josh","suggest","block2",0.87,0.47,"suggest","q","1"
"175","josie","know","block2",0.96,0.94,"know","q","1"
"175","julian","discover","block2",0.84,0.21,"discover","q","1"
"175","mary","demonstrate","block2",0.45,0.39,"demonstrate","q","1"
"175","mia","see","block2",1,0.94,"see","q","1"
"175","olivia","hear","block2",0.9,0.84,"hear","q","1"
"175","owen","be_right","block2",0.31,0.17,"be_right","q","1"
"175","sophia","establish","block2",0.8,0.54,"establish","q","1"
"175","tony","say","block2",0.6,0.24,"say","q","1"
"175","zoe","prove","block2",0.44,0.29,"prove","q","1"
"176","charley","say","block2",0.65,0.1,"say","q","1"
"176","danny","confirm","block2",0.68,0.48,"confirm","q","1"
"176","emily","acknowledge","block2",0.5,0.78,"acknowledge","q","1"
"176","emma","demonstrate","block2",0.58,0.4,"demonstrate","q","1"
"176","frank","be_right","block2",0.25,0.04,"be_right","q","1"
"176","grace","know","block2",0.49,0.81,"know","q","1"
"176","isabella","announce","block2",0.69,0.4,"announce","q","1"
"176","jackson","think","block2",0.9,0.07,"think","q","1"
"176","jayden","see","block2",0.49,0.06,"see","q","1"
"176","jon","admit","block2",0.65,0.45,"admit","q","1"
"176","josh","discover","block2",0.13,0.59,"discover","q","1"
"176","josie","reveal","block2",0.61,0.5,"reveal","q","1"
"176","julian","be_annoyed","block2",0.83,0.94,"be_annoyed","q","1"
"176","mary","inform","block2",0.66,0.54,"inform","q","1"
"176","mia","confess","block2",0.6,0.75,"confess","q","1"
"176","olivia","pretend","block2",0.94,0.18,"pretend","q","1"
"176","owen","prove","block2",0.84,0.4,"prove","q","1"
"176","sophia","establish","block2",0.61,0.41,"establish","q","1"
"176","tony","suggest","block2",0.78,0.14,"suggest","q","1"
"176","zoe","hear","block2",0.51,0.21,"hear","q","1"
"177","charley","pretend","block1",0.94,0.1,"pretend","q","1"
"177","danny","hear","block1",0.98,1,"hear","q","1"
"177","emily","know","block1",0.99,0.97,"know","q","1"
"177","emma","be_right","block1",0.08,0.98,"be_right","q","1"
"177","frank","inform","block1",0.98,0.96,"inform","q","1"
"177","grace","prove","block1",0.98,0.13,"prove","q","1"
"177","isabella","say","block1",0.98,0.99,"say","q","1"
"177","jackson","discover","block1",0.98,0.95,"discover","q","1"
"177","jayden","admit","block1",0.99,0.99,"admit","q","1"
"177","jon","demonstrate","block1",1,0.98,"demonstrate","q","1"
"177","josh","acknowledge","block1",0.98,0.99,"acknowledge","q","1"
"177","josie","confess","block1",0.99,0.95,"confess","q","1"
"177","julian","reveal","block1",0.98,0.98,"reveal","q","1"
"177","mary","announce","block1",0.98,0.97,"announce","q","1"
"177","mia","think","block1",0.98,0.02,"think","q","1"
"177","olivia","confirm","block1",0.99,0.98,"confirm","q","1"
"177","owen","suggest","block1",0.93,0.47,"suggest","q","1"
"177","sophia","establish","block1",0.99,0.96,"establish","q","1"
"177","tony","see","block1",0.94,0.98,"see","q","1"
"177","zoe","be_annoyed","block1",0.99,0.96,"be_annoyed","q","1"
"178","charley","confirm","block1",0.34,0.09,"confirm","q","1"
"178","danny","be_right","block1",0.05,0,"be_right","q","1"
"178","emily","reveal","block1",0.63,0.64,"reveal","q","1"
"178","emma","announce","block1",0.54,0.04,"announce","q","1"
"178","frank","confess","block1",0.68,0.7,"confess","q","1"
"178","grace","establish","block1",0.11,0.03,"establish","q","1"
"178","isabella","be_annoyed","block1",0.96,0.99,"be_annoyed","q","1"
"178","jackson","acknowledge","block1",0.29,0.15,"acknowledge","q","1"
"178","jayden","see","block1",0.59,0.12,"see","q","1"
"178","jon","demonstrate","block1",0.83,0.48,"demonstrate","q","1"
"178","josh","think","block1",0.34,0.04,"think","q","1"
"178","josie","prove","block1",0.84,0.26,"prove","q","1"
"178","julian","discover","block1",0.74,0.11,"discover","q","1"
"178","mary","admit","block1",0.36,0.33,"admit","q","1"
"178","mia","hear","block1",0.63,0.71,"hear","q","1"
"178","olivia","inform","block1",0.87,0.05,"inform","q","1"
"178","owen","suggest","block1",0.28,0.01,"suggest","q","1"
"178","sophia","say","block1",0.35,0.14,"say","q","1"
"178","tony","pretend","block1",0.5,0,"pretend","q","1"
"178","zoe","know","block1",0.89,0.85,"know","q","1"
"179","charley","confess","block2",0.74,0.47,"confess","q","1"
"179","danny","discover","block2",0.71,0.49,"discover","q","1"
"179","emily","acknowledge","block2",0.53,0.51,"acknowledge","q","1"
"179","emma","reveal","block2",0.79,0.47,"reveal","q","1"
"179","frank","inform","block2",0.8,0.98,"inform","q","1"
"179","grace","admit","block2",0.51,0.49,"admit","q","1"
"179","isabella","announce","block2",0.51,0.33,"announce","q","1"
"179","jackson","confirm","block2",0.56,0.49,"confirm","q","1"
"179","jayden","see","block2",0.78,0.97,"see","q","1"
"179","jon","demonstrate","block2",0.48,0.02,"demonstrate","q","1"
"179","josh","suggest","block2",0.18,0.03,"suggest","q","1"
"179","josie","pretend","block2",0.52,0.01,"pretend","q","1"
"179","julian","establish","block2",0.44,0.03,"establish","q","1"
"179","mary","be_right","block2",0.33,0.02,"be_right","q","1"
"179","mia","be_annoyed","block2",0.97,0.78,"be_annoyed","q","1"
"179","olivia","prove","block2",0.5,0.49,"prove","q","1"
"179","owen","say","block2",0.47,0.03,"say","q","1"
"179","sophia","think","block2",0.27,0.04,"think","q","1"
"179","tony","hear","block2",0.84,0.51,"hear","q","1"
"179","zoe","know","block2",0.95,0.96,"know","q","1"
"180","charley","hear","block1",0.98,0.95,"hear","q","1"
"180","danny","inform","block1",0.97,0.9,"inform","q","1"
"180","emily","announce","block1",0.73,0.87,"announce","q","1"
"180","emma","be_annoyed","block1",0.99,0.99,"be_annoyed","q","1"
"180","frank","discover","block1",1,0.93,"discover","q","1"
"180","grace","say","block1",0.2,0.02,"say","q","1"
"180","isabella","see","block1",1,0.98,"see","q","1"
"180","jackson","be_right","block1",0.21,0.17,"be_right","q","1"
"180","jayden","suggest","block1",0.24,0.62,"suggest","q","1"
"180","jon","confess","block1",0.19,0.2,"confess","q","1"
"180","josh","reveal","block1",0.88,0.87,"reveal","q","1"
"180","josie","acknowledge","block1",0.07,0.62,"acknowledge","q","1"
"180","julian","think","block1",0.66,0.24,"think","q","1"
"180","mary","prove","block1",0.22,0.19,"prove","q","1"
"180","mia","pretend","block1",0.98,0.03,"pretend","q","1"
"180","olivia","establish","block1",0.42,0.2,"establish","q","1"
"180","owen","demonstrate","block1",0.11,0.41,"demonstrate","q","1"
"180","sophia","admit","block1",0.35,0.22,"admit","q","1"
"180","tony","know","block1",0.98,0.98,"know","q","1"
"180","zoe","confirm","block1",0.03,0.13,"confirm","q","1"
"181","charley","reveal","block2",0.88,0.88,"reveal","q","1"
"181","danny","see","block2",0.88,0.84,"see","q","1"
"181","emily","discover","block2",0.84,0.87,"discover","q","1"
"181","emma","demonstrate","block2",0.9,0.66,"demonstrate","q","1"
"181","frank","prove","block2",0.52,0.36,"prove","q","1"
"181","grace","suggest","block2",0.8,0.76,"suggest","q","1"
"181","isabella","admit","block2",0.66,0.64,"admit","q","1"
"181","jackson","hear","block2",0.85,0.84,"hear","q","1"
"181","jayden","confess","block2",0.77,0.76,"confess","q","1"
"181","jon","acknowledge","block2",0.86,0.85,"acknowledge","q","1"
"181","josh","think","block2",0.87,0.09,"think","q","1"
"181","josie","inform","block2",0.81,0.84,"inform","q","1"
"181","julian","know","block2",0.85,0.87,"know","q","1"
"181","mary","be_annoyed","block2",0.92,0.85,"be_annoyed","q","1"
"181","mia","confirm","block2",0.79,0.56,"confirm","q","1"
"181","olivia","be_right","block2",0.83,0.82,"be_right","q","1"
"181","owen","pretend","block2",0.54,0.43,"pretend","q","1"
"181","sophia","announce","block2",0.78,0.79,"announce","q","1"
"181","tony","establish","block2",0.25,0.5,"establish","q","1"
"181","zoe","say","block2",0.77,0.76,"say","q","1"
"182","charley","confess","block2",0.99,0.97,"confess","q","1"
"182","danny","prove","block2",0.99,0,"prove","q","1"
"182","emily","suggest","block2",0,0,"suggest","q","1"
"182","emma","think","block2",0.02,0.01,"think","q","1"
"182","frank","be_annoyed","block2",0.99,1,"be_annoyed","q","1"
"182","grace","confirm","block2",0,0.03,"confirm","q","1"
"182","isabella","announce","block2",0.99,0.98,"announce","q","1"
"182","jackson","see","block2",1,0,"see","q","1"
"182","jayden","know","block2",1,1,"know","q","1"
"182","jon","admit","block2",0.99,1,"admit","q","1"
"182","josh","reveal","block2",0.99,0.97,"reveal","q","1"
"182","josie","establish","block2",0.03,0.02,"establish","q","1"
"182","julian","discover","block2",0.98,0.99,"discover","q","1"
"182","mary","hear","block2",0.99,0.97,"hear","q","1"
"182","mia","pretend","block2",0.99,0.02,"pretend","q","1"
"182","olivia","demonstrate","block2",1,0.02,"demonstrate","q","1"
"182","owen","say","block2",0.01,0.01,"say","q","1"
"182","sophia","acknowledge","block2",0.99,0.99,"acknowledge","q","1"
"182","tony","be_right","block2",0.01,0.03,"be_right","q","1"
"182","zoe","inform","block2",0.98,0.98,"inform","q","1"
"183","charley","demonstrate","block2",0.97,0.03,"demonstrate","q","1"
"183","danny","be_right","block2",0.52,0.05,"be_right","q","1"
"183","emily","discover","block2",0.97,0.95,"discover","q","1"
"183","emma","confirm","block2",0.25,0.03,"confirm","q","1"
"183","frank","acknowledge","block2",0.97,0.69,"acknowledge","q","1"
"183","grace","think","block2",0.98,0.04,"think","q","1"
"183","isabella","admit","block2",0.97,0.93,"admit","q","1"
"183","jackson","say","block2",0.5,0.03,"say","q","1"
"183","jayden","confess","block2",0.98,0.48,"confess","q","1"
"183","jon","announce","block2",0.98,0.04,"announce","q","1"
"183","josh","know","block2",0.98,0.96,"know","q","1"
"183","josie","be_annoyed","block2",0.98,0.96,"be_annoyed","q","1"
"183","julian","hear","block2",0.97,0.97,"hear","q","1"
"183","mary","suggest","block2",0.97,0.03,"suggest","q","1"
"183","mia","prove","block2",0.98,0.04,"prove","q","1"
"183","olivia","establish","block2",0.23,0.04,"establish","q","1"
"183","owen","reveal","block2",0.97,0.5,"reveal","q","1"
"183","sophia","pretend","block2",0.99,0.05,"pretend","q","1"
"183","tony","inform","block2",0.97,0.92,"inform","q","1"
"183","zoe","see","block2",0.95,0.05,"see","q","1"
"184","charley","think","block2",0.91,0,"think","q","1"
"184","danny","reveal","block2",0.97,0.81,"reveal","q","1"
"184","emily","suggest","block2",0.94,0.08,"suggest","q","1"
"184","emma","acknowledge","block2",0.92,0.77,"acknowledge","q","1"
"184","frank","confirm","block2",0.94,0.13,"confirm","q","1"
"184","grace","confess","block2",0.92,0.67,"confess","q","1"
"184","isabella","see","block2",0.88,0.9,"see","q","1"
"184","jackson","pretend","block2",0.93,0.14,"pretend","q","1"
"184","jayden","admit","block2",0.92,0.85,"admit","q","1"
"184","jon","inform","block2",0.94,0.78,"inform","q","1"
"184","josh","know","block2",0.91,0.91,"know","q","1"
"184","josie","prove","block2",0.92,0.14,"prove","q","1"
"184","julian","demonstrate","block2",0.94,1,"demonstrate","q","1"
"184","mary","hear","block2",0.95,0.93,"hear","q","1"
"184","mia","announce","block2",0.96,0.85,"announce","q","1"
"184","olivia","be_right","block2",0.89,0.1,"be_right","q","1"
"184","owen","discover","block2",0.93,0.86,"discover","q","1"
"184","sophia","establish","block2",0.86,0.75,"establish","q","1"
"184","tony","say","block2",0.05,0.2,"say","q","1"
"184","zoe","be_annoyed","block2",0.93,0.81,"be_annoyed","q","1"
"185","charley","hear","block2",1,0.03,"hear","q","1"
"185","danny","reveal","block2",0.02,0.02,"reveal","q","1"
"185","emily","confess","block2",0,0.03,"confess","q","1"
"185","emma","say","block2",0.02,0.01,"say","q","1"
"185","frank","suggest","block2",0.02,0.03,"suggest","q","1"
"185","grace","discover","block2",0.97,0.98,"discover","q","1"
"185","isabella","know","block2",0.99,0.96,"know","q","1"
"185","jackson","prove","block2",0.03,0.02,"prove","q","1"
"185","jayden","pretend","block2",0.96,0.01,"pretend","q","1"
"185","jon","demonstrate","block2",0.45,0.03,"demonstrate","q","1"
"185","josh","inform","block2",1,0,"inform","q","1"
"185","josie","be_annoyed","block2",1,0.99,"be_annoyed","q","1"
"185","julian","acknowledge","block2",0.99,0.98,"acknowledge","q","1"
"185","mary","think","block2",0.97,0,"think","q","1"
"185","mia","admit","block2",0.03,0.04,"admit","q","1"
"185","olivia","see","block2",0.72,0.93,"see","q","1"
"185","owen","be_right","block2",0.03,0.03,"be_right","q","1"
"185","sophia","establish","block2",0.97,0.98,"establish","q","1"
"185","tony","confirm","block2",0.02,0.02,"confirm","q","1"
"185","zoe","announce","block2",0.98,0.03,"announce","q","1"
"186","charley","hear","block2",0,0.02,"hear","q","1"
"186","danny","acknowledge","block2",1,0.99,"acknowledge","q","1"
"186","emily","pretend","block2",1,0,"pretend","q","1"
"186","emma","say","block2",0,0,"say","q","1"
"186","frank","reveal","block2",1,0.98,"reveal","q","1"
"186","grace","suggest","block2",1,0.18,"suggest","q","1"
"186","isabella","admit","block2",1,0,"admit","q","1"
"186","jackson","inform","block2",1,1,"inform","q","1"
"186","jayden","prove","block2",0,0,"prove","q","1"
"186","jon","establish","block2",0,0.02,"establish","q","1"
"186","josh","know","block2",1,1,"know","q","1"
"186","josie","announce","block2",1,1,"announce","q","1"
"186","julian","think","block2",1,0.01,"think","q","1"
"186","mary","see","block2",1,1,"see","q","1"
"186","mia","be_right","block2",0,0,"be_right","q","1"
"186","olivia","confess","block2",0,0,"confess","q","1"
"186","owen","demonstrate","block2",1,1,"demonstrate","q","1"
"186","sophia","confirm","block2",0,0,"confirm","q","1"
"186","tony","be_annoyed","block2",1,0.99,"be_annoyed","q","1"
"186","zoe","discover","block2",1,1,"discover","q","1"
"187","charley","see","block2",0.99,0.98,"see","q","1"
"187","danny","admit","block2",0.97,0.99,"admit","q","1"
"187","emily","demonstrate","block2",0.5,0.95,"demonstrate","q","1"
"187","emma","announce","block2",0.98,0.97,"announce","q","1"
"187","frank","hear","block2",1,0.97,"hear","q","1"
